职位,薪资,城市,经验,学历,公司,公司领域,公司性质,公司规模,福利标签,技能标签,岗位描述
并购投资基金经理,1.2-1.8万·13薪,上海·杨浦区,5年及以上,硕士,君证资产管理（上海）有限公司,金融/投资/证券,民营,少于50人,五险一金,尽职调查;投资;投资银行;投后管理;股权投资;并购投资;尽职调查报告;立项报告;私募股权投资;投资决策,
基金投资事业部总经理,30-60万/年,杭州·滨江区,8年及以上,本科,网新科创产业发展集团有限公司,多元化业务集团公司,民营,150-500人,五险一金;绩效奖金;餐饮补贴;通讯补贴;带薪年假;节日福利,资金募集;基金管理;定期体检,
二级私募基金经理,1.5-2万,武汉·武昌区,8年及以上,本科,武汉市联丰小额贷款股份有限公司,金融/投资/证券,民营,50-150人,五险一金;绩效奖金,基金;私募基金;公募;cpa;港股通;北交所;科创板;深度研究;深度调研;事件驱动;定期体检,
招聘经理/主管,8-15万/年,赣州·章贡区,3年及以上,本科,赣州朱师傅预混饲料事业有限公司,农/林/牧/渔,民营,1000-5000人,绩效奖金;餐饮补贴;节日福利;带薪年假;通讯补贴;交通补贴,年终奖金;专业培训;定期体检;员工旅游;五险,
投行项目经理,1-2万,嘉兴,3年及以上,本科,宁波银行股份有限公司嘉兴分行,金融/投资/证券,已上市,10000人以上,五险一金;绩效奖金;通讯补贴,开户;授信;gp;走访;科技金融;项目推进;定期体检;专业培训;年终奖金,
研究所公募机构销售经理,1.5-2.5万,深圳·福田区,1年及以上,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,,公募基金;客户开拓;会务安排;组织策划,
分公司副总经理（业务）,1.5-3万,上海·黄浦区,3年及以上,本科,金融街证券股份有限公司,金融/投资/证券,已上市,1000-5000人,五险一金;餐饮补贴;通讯补贴;补充医疗保险;节日福利;保险,年终奖金;做五休二;企业年金,
基金经理助理/行业研究员,1.5-3万,上海·浦东新区,无需经验,本科,上海深梧资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金,买方研究员;员工旅游;专业培训;年终奖金;定期体检,
并购投资基金经理助理,1-1.5万·13薪,上海·杨浦区,无需经验,硕士,君证资产管理（上海）有限公司,金融/投资/证券,民营,少于50人,五险一金,尽职调查;投资;投后管理;股权投资;学生干部;并购投资;尽职调查报告;立项报告;投资决策;财务尽调,
理财经理,1.5-3万,惠州·惠城区,3年及以上,本科,兴业银行股份有限公司惠州分行,银行,已上市,150-500人,保险;五险一金,营销;金融;财务管理;咨询;基金;经济;金融行业;资产配置方案;投资,
基金经理,1.5-2.5万,杭州·滨江区,5年及以上,本科,浙江景诚实业有限公司,金融/投资/证券,民营,50-150人,带薪年假;绩效奖金;五险一金,周末双休;定期体检;员工旅游,
业务副总经理（业务副总）,1.2-2.4万,上海·虹口区,3年及以上,本科,金融街证券股份有限公司,金融/投资/证券,已上市,1000-5000人,,,
私募证券投资基金经理,1-1.2万,重庆·渝北区,3-4年,大专,四川巴罗股权投资基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金,,
研究所公募机构销售经理,1.5-2.5万,上海·浦东新区,1年及以上,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,,公募基金;客户开拓;会务安排;组织策划,
债券研究员/债券基金经理助理,1-2万,广州·天河区,2年,硕士,前海富石资产管理（深圳）有限公司,金融/投资/证券,民营,少于50人,绩效奖金,数据分析;基金;债券;投资;交易;私募;行业分析;公司研究;信用研究;年终奖金;专业培训;周末双休,
产品经理岗,8千-1万,上海·浦东新区,无需经验,本科,东海证券股份有限公司,金融/投资/证券,国企,1000-5000人,,oracle;数据库;数据分析;编程;金融产品;matlab;投资策略;研究报告;量化;大类资产配置;内部培训;快速发展,
房地产基金经理,2.5-3万,上海·普陀区,3年及以上,本科,上海国鸣投资管理有限公司,金融/投资/证券,民营,少于50人,,上市公司,
研究所公募机构销售经理,1.5-2.5万,北京·西城区,1年及以上,硕士,开源证券股份有限公司,金融/投资/证券,国企,1000-5000人,,公募基金;客户开拓;会务安排;组织策划,
基金经理助理,5千-1万,成都·高新区,1年及以上,本科,成都锦悦恒瑞私募基金有限公司,金融/投资/证券,民营,少于50人,五险一金;带薪年假;绩效奖金;交通补贴,上市公司;专业培训;员工旅游;年终奖金;出国机会;定期体检,
CTA量化基金经理,1.5-3万,杭州·滨江区,3年及以上,本科,浙江景诚实业有限公司,金融/投资/证券,民营,50-150人,,,
私募股权基金投资经理,8千-1.2万,大连·沙河口区,3年及以上,本科,大连市南禾麟贸易有限公司,贸易/进出口,民营,未知,,投资;投资分析;投后管理;金融,
法务经理,1.2-2万,上海·黄浦区,3年及以上,本科,绿地金创科技集团有限公司,金融/投资/证券,国企,1000-5000人,五险一金;节日福利;带薪年假,股权投资;投融资;法律顾问;磋商谈判;法律支持;股权投资基金;公司法务;法务支持,
矿业基金经理,2-2.5万,上海,3年及以上,本科,上海国鸣投资管理有限公司,金融/投资/证券,民营,少于50人,,上市公司,
基金经理,1-1.6万,海口·秀英区,3年及以上,本科,海口国家高新区国际投资咨询有限公司,多元化业务集团公司,国企,50-150人,五险一金,基金设立管理;股权项目投资;年终奖金,
私募基金经理,15-30万/年,成都·武侯区,5年,本科,华熙投创（成都）城市建设发展有限公司,房地产,民营,少于50人,带薪年假,数据分析;金融;经济;市场分析;私募基金;行业研究;资本市场;投资策略制定;控制投资风险;基金运作,
投资顾问（理财经理）,6千-1.2万,无锡·江阴市,2年及以上,本科,广发证券股份有限公司无锡太湖东大道证券营业部,金融/投资/证券,民营,10000人以上,,投资顾问;财富管理;投资;证券投资顾问;理财;维护存量客户;基金从业考试;顾问;基金从业资格;证券投资咨询,
证券投资经理,1.5-2.5万,深圳·福田区,5年及以上,本科,前海股交投资控股（深圳）有限公司,金融/投资/证券,国企,50-150人,五险一金;补充医疗保险;交通补贴;餐饮补贴;通讯补贴;绩效奖金;节日福利,年终奖金;定期体检;员工宿舍,
大类资产配置/FOF投资经理,2-3万,北京,3年及以上,本科,徽商期货有限责任公司,金融/投资/证券,国企,150-500人,,,
量化基金经理,4-8万,深圳·南山区,3年及以上,本科,嘉年禾有限公司,租赁服务,外资（非欧美）,少于50人,,计算机;金融;团队管理;期货;数学;股票;深度学习;数学建模;量化交易;套利,
贵宾理财经理,8千-1.5万,重庆,3年及以上,本科,平安银行股份有限公司重庆分行,银行,民营,未知,保险,金融;银行;基金;经济;市场开拓;产品销售;银保;银行零售;aum,
基金经理助理,8千-1.5万,广州·荔湾区,1年及以上,本科,大参林投资集团有限公司,房地产,民营,150-500人,五险一金;通讯补贴;带薪年假;带薪病假,员工旅游;年终奖金;培训,
证券投资部-权益类投资经理,3-4万,上海,5-7年,本科,申港证券股份有限公司,金融/投资/证券,合资,1000-5000人,,扁平管理;领导好,
基金中的基金（FOF）经理,2-2.5万,上海·普陀区,3年及以上,本科,上海国鸣投资管理有限公司,金融/投资/证券,民营,少于50人,,上市公司,
创新业务总部下属私募基金部经理,1.2-2.4万,杭州·萧山区,3年及以上,本科,信达期货有限公司,金融/投资/证券,国企,150-500人,保险;五险一金;绩效奖金;餐饮补贴;补充医疗保险;交通补贴;补充公积金,年终奖金;定期体检,
投资经理/基金经理,8千-1.6万,上海·黄浦区,3年及以上,本科,上海恒如投资管理有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金;餐饮补贴;带薪年假;节日福利,周末双休;股票期权,
证券基金经理,1.5-2万,深圳·福田区,5年及以上,本科,大唐德州（深圳）有限公司,贸易/进出口,民营,未知,五险一金;节日福利,周末双休;做五休二,
艺术品投资基金经理,1.5-2万,上海,3年及以上,本科,上海国鸣投资管理有限公司,金融/投资/证券,民营,少于50人,,上市公司,
投资经理（定增或折价资产方向）,2-4万,上海·浦东新区,3年及以上,本科,上海睿量私募基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金,计算机;金融;经济;数学;物理;风险管理;公募基金;投资策略;定向增发;定增;年终奖金,
研究员/财务分析师（ 重点培养  储备基金经理 ）,1-1.8万,珠海,无需经验,本科,珠海市横琴天勤资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;餐饮补贴;绩效奖金,财务;审计;金融;经济;cpa;财务数据分析;acca;估值;财务分析;专业培训,
基金经理（合伙人）,2-2.5万,上海,5年及以上,本科,上海心宁聚鑫私募基金管理有限公司,金融/投资/证券,民营,少于50人,,,
投资经理（基金）,1.8-3万·14薪,上海·静安区,2年及以上,本科,安徽和工工程咨询有限公司,建筑/建材/工程,合资,150-500人,五险一金;补充医疗保险;补充公积金;带薪年假;带薪病假,财务;金融;方案设计;法律;投后管理;股权投资基金,
基金投资经理（南京国企）,1.5-2.5万,南京·建邺区,3年及以上,硕士,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),合资,5000-10000人,五险一金,方案设计;尽职调查;数据统计;会议组织;行业研究;投资组合;投资管理;信息披露;新能源;定期体检,
投资经理,1-2万,杭州·拱墅区,3年及以上,本科,国海良时期货有限公司,金融/投资/证券,国企,150-500人,五险一金;绩效奖金;餐饮补贴,期货从业资格;资产管理;投资咨询;投资策略;投资管理;投资研究;定期体检;年终奖金,
股票投资经理,1.2-2.4万,厦门,5年及以上,本科,君龙人寿保险有限公司,保险,合资,150-500人,五险一金;补充医疗保险,金融;经济;证券从业;调研;cfa;投资;路演;投研;研究报告;frm;上市公司;年金,
基金管理岗,20-40万/年,上海·黄浦区,3-5年,硕士,上海国有资本投资有限公司,金融/投资/证券,国企,150-500人,,管理;审核;经营管理;人工智能;风控;信息技术;基金管理;合规风控;私募股权基金,
机构销售经理（富安达基金）(J11040),1.5-2.5万,上海·浦东新区,2年及以上,本科,南京证券股份有限公司,金融/投资/证券,国企,1000-5000人,,,
基金销售经理,8千-1.6万,深圳,1年及以上,本科,深圳健恩私募证券基金管理有限公司,金融/投资/证券,民营,少于50人,,销售;管理;金融;银行;基金;市场推广;经济;客户关系;销售策略;金融产品,
运营经理/私募基金运营,8千-1.6万,深圳·南山区,1年及以上,本科,前海富石资产管理（深圳）有限公司,金融/投资/证券,民营,少于50人,绩效奖金,excel;金融;会计;经济;私募基金;wind;投资;备案;赎回;金融分析;年终奖金;专业培训;周末双休,
产品经理（保险/证券/基金/金融）,1.5-1.8万,深圳·福田区,6年及以上,本科,深圳市睿服科技有限公司,计算机软件,民营,1000-5000人,五险一金;补充医疗保险,证券;基金;投资;汽车租赁;员工体检,
机构业务经理（基金机构销售经理）,5.2千-1万,北京·朝阳区,3年及以上,本科,华福证券有限责任公司,金融/投资/证券,国企,1000-5000人,保险;五险一金;子女医疗保险,销售;产品推广;资产配置方案;机构客户开发;客户路演;综合金融服务;持续营销,
债券基金经理（富安达基金）(J11041),3-5万,上海·浦东新区,5年及以上,硕士,南京证券股份有限公司,金融/投资/证券,国企,1000-5000人,,,
基金公司风控总监（国企）,25-35万/年,南京·雨花台区,5年及以上,硕士,前锦网络信息技术（上海）有限公司,专业服务(咨询、人力资源、财会),合资,5000-10000人,五险一金;补充医疗保险,金融;团队管理;尽职调查;经济;法律;法律法规;风险管理;cfa;股权投资;风险控制,
投资顾问、业务经理-机构业务方向,1-1.1万,北京·朝阳区,2年及以上,本科,国泰海通证券股份有限公司北京分公司,金融/投资/证券,已上市,未知,五险一金;绩效奖金;补充医疗保险;带薪年假,定期体检;年终奖金;企业年金;降温取暖费,
投资经理,1.4-2万,无锡·新吴区,3年及以上,硕士,无锡市高新区创业投资控股集团有限公司,金融/投资/证券,国企,50-150人,五险一金;带薪年假;绩效奖金,计算机;电子;财务;谈判;金融;尽职调查;法律;投资;cpa;尽调;专业培训,
维修基金经理/维修基金高级经理,1.2-2.4万,广州·番禺区,5年及以上,大专,敏捷建筑公司,房地产,民营,10000人以上,五险一金;餐饮补贴;节日福利;带薪年假;通讯补贴;交通补贴,做五休二;包吃,
母基金管理经理,1.5-2万,武汉·洪山区,3年及以上,硕士,武汉洪山科技投资集团有限公司,金融/投资/证券,国企,5000-10000人,五险一金;绩效奖金;餐饮补贴;带薪年假,引导基金;母基金;基金运营;新能源;年终奖金;定期体检;专业培训;有餐补,
基金投资经理,1-1.5万,成都·青羊区,2年及以上,本科,成都川商投朋锦私募基金管理有限公司,金融/投资/证券,国企,少于50人,五险一金;绩效奖金,金融;基金;经济;投资;投后管理;股权投资;立项;商务洽谈;尽调;风险管控;年终奖金,
私募股权基金大客户经理,1.5-3万,上海·长宁区,2年及以上,本科,安徽星辉睿智私募基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金;餐饮补贴;通讯补贴;交通补贴;带薪年假,银行理财;年终奖金;弹性工作;周末双休,
私募基金公司副总经理,48-54万/年,上海·浦东新区,10年及以上,硕士,上海临港新片区私募基金管理有限公司,金融/投资/证券,国企,少于50人,五险一金;绩效奖金;餐饮补贴;通讯补贴;交通补贴;节日福利;带薪年假;补充医疗保险;补充公积金,定期体检;专业培训,
私募基金产品经理,1-1.5万,上海·浦东新区,1年及以上,本科,上海殊馥投资管理有限公司,金融/投资/证券,民营,少于50人,五险一金;补充医疗保险,,
基金投资岗,1.5-2.5万,南京·建邺区,3年及以上,硕士,南京市创新投资集团有限责任公司,金融/投资/证券,国企,50-150人,五险一金,母基金,
私募基金公司副总经理,48-54万/年,上海·浦东新区,10年及以上,硕士,上海临港新片区私募基金管理有限公司,金融/投资/证券,国企,少于50人,五险一金;绩效奖金;餐饮补贴;通讯补贴;交通补贴;节日福利;带薪年假;补充医疗保险;补充公积金,定期体检;专业培训,
基金专业经理,2.5-3万,深圳·龙华区,5年及以上,本科,星河控股集团有限公司,房地产,民营,5000-10000人,五险一金;绩效奖金;带薪年假;节日福利,专业培训,
私募股权基金大客户经理,1.5-3万,上海·长宁区,2年及以上,本科,安徽星辉睿智私募基金管理有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金;餐饮补贴;通讯补贴;交通补贴;带薪年假,银行理财;年终奖金;弹性工作;周末双休,
人保资产-固收基金经理-社会招聘(J76480),5-8万,上海,5年及以上,硕士,中国人保资产管理有限公司,金融/投资/证券,国企,150-500人,保险;五险一金;补充医疗保险;补充公积金;子女医疗保险;带薪年假;绩效奖金,定期体检;零食下午茶;有餐补;年终奖金,
基金管理,18-25万/年,宜昌·宜都市,3年及以上,硕士,宜都市国通投资开发有限责任公司,金融/投资/证券,国企,50-150人,,谈判;会计;基金;方案设计;管理学;法律;经济学;cfa;投后管理;法学,
投资经理（二级市场）,1.5-2.5万,深圳·福田区,5年及以上,本科,前海股交投资控股（深圳）有限公司,金融/投资/证券,国企,50-150人,五险一金;补充医疗保险;交通补贴;餐饮补贴;通讯补贴;绩效奖金;节日福利,年终奖金;定期体检;员工宿舍,
不动产基金投资主管/经理(J13113),1.3-2万,武汉·洪山区,3年及以上,本科,武汉东湖高新集团股份有限公司,房地产,国企,1000-5000人,交通补贴;员工福利,咨询公司;产业园;研究报告;员工食堂;免费体检;六险二金,
私募基金产品经理,1-1.5万,上海·浦东新区,1年及以上,本科,上海殊馥投资管理有限公司,金融/投资/证券,民营,少于50人,五险一金;补充医疗保险,,
私募基金产品经理,1-2万,南宁·青秀区,1年及以上,本科,广西极犇资本有限公司,金融/投资/证券,民营,少于50人,五险一金;绩效奖金;带薪年假,销售;金融;银行;信托;经济;私募;私募基金;公募;金融产品;私募产品,
债券型基金经理（利率债或信用债）,1.5-2万,上海·长宁区,5-7年,本科,上海盛赢私募基金管理有限公司,金融/投资/证券,民营,少于50人,,,
基金经理（主管级）,12-24万/年,武汉·洪山区,5年及以上,本科,湖北珞珈实验室,学术/科研,事业单位,150-500人,五险一金;通讯补贴,金融;基金;方案设计;经济;法律;cfa;投资;系统维护;备案;frm;年终奖金;定期体检,
期货基金经理,1.5-2万,上海,3年及以上,本科,上海国鸣投资管理有限公司,金融/投资/证券,民营,少于50人,,上市公司,
投资经理,1.8-3万,北京·西城区,3年及以上,硕士,南京英锐人力资源有限公司,专业服务(咨询、人力资源、财会),民营,未知,五险一金,财务;金融;会计;尽职调查;理工科;计算机软件;cfa;投资;投后管理;市场动态,
基金经理（医疗器械/智能制造赛道）,15-30万/年,常州,5年及以上,本科,江苏新天地投资集团有限公司,多元化业务集团公司,民营,50-150人,五险一金;绩效奖金,医疗器械;金融;尽职调查;经济;机械制造;理工科;关系维护;cfa;投后管理;医疗;专业培训,
高级研究员（基金经理）,2-3万·13薪,珠海,1-5年,本科,珠海市横琴天勤资产管理有限公司,金融/投资/证券,民营,少于50人,五险一金;餐饮补贴;绩效奖金,数据分析;证券;期货;基金;股票;理财;外汇;证券分析师;专业培训;年终奖金,
外汇基金经理,1.5-2万,上海,3年及以上,本科,上海国鸣投资管理有限公司,金融/投资/证券,民营,少于50人,,上市公司,
人保资产-权益量化基金经理-社会招聘(J76767),4-7万,上海,5年及以上,硕士,中国人保资产管理有限公司,金融/投资/证券,国企,150-500人,保险;五险一金;补充医疗保险;补充公积金;子女医疗保险;带薪年假;绩效奖金,定期体检;零食下午茶;有餐补;年终奖金,
量化投资基金经理,4-8万,杭州·西湖区,3年及以上,本科,浙江价远投资管理有限公司,金融/投资/证券,民营,少于50人,,,
投资经理,20-30万/年,杭州·西湖区,5年及以上,本科,浙江华康药业股份有限公司,制药/生物工程,已上市,1000-5000人,五险一金;绩效奖金;餐饮补贴;交通补贴,生物化工;员工旅游;出国机会;专业培训;定期体检;年终奖金,
产业机构部经理,1-2万,广州·天河区,3年及以上,本科,申银万国期货有限公司,金融/投资/证券,国企,500-1000人,五险一金;补充医疗保险;交通补贴;餐饮补贴,市场营销;金融;期货;基金;经济;金融行业;经济学;专业培训,
私募基金高级市场经理,1-2万,深圳·南山区,2年及以上,本科,深圳市福克斯投资有限公司,金融/投资/证券,民营,少于50人,绩效奖金,自带资源优先;年终奖金;五险,
基金产品助理（金融机构总部派驻）,7-9千·15薪,上海·浦东新区,无需经验,本科,上海元年金融信息服务有限公司,金融/投资/证券,民营,未知,五险一金;补充医疗保险;交通补贴;餐饮补贴;绩效奖金,年终奖金;定期体检,
项目投资经理,1-1.2万·13薪,厦门·湖里区,3年及以上,本科,厦门菱丰企业管理有限公司,电气/电力/水利,民营,少于50人,带薪年假;交通补贴,财务;谈判;金融;财务管理;经济;法律;工商管理;私募基金;投资;五险;零食下午茶,
一级市场基金财务经理/专员,9千-1.3万,上海·闵行区,2年及以上,本科,上海中智科创服务外包有限公司,专业服务(咨询、人力资源、财会),国企,10000人以上,,运营;财务;审计;金融;经济;结账;数据整理;审计底稿;财务审计;私募股权基金,
基金投资负责人,1.2-2.4万,上海·闵行区,3年及以上,本科,上海讯天时代科技集团有限公司,物业管理/商业中心,民营,少于50人,生日福利,金融;基金投资;半导体;融资;股权投资;资本市场;新能源;投资建议书;投资标;航天;定期聚餐;下午茶,
基金产品销售经理,20-35万/年,上海·长宁区,8年及以上,本科,安徽星辉睿智私募基金管理有限公司,金融/投资/证券,民营,少于50人,绩效奖金;餐饮补贴,基金;市场推广;客户开发;银行理财;任务考核;商务谈判;专业培训;年终奖金;弹性工作,
基金高级主管（沈阳航空产业投资基金管理有限公司）,8千-1.2万·13薪,沈阳·浑南区,5年及以上,本科,沈阳航空产业集团有限公司,航天/航空,国企,50-150人,五险一金,管理;金融;基金;尽职调查;经济;法律法规;cfa;投资;投后管理;股权投资;定期体检;年终奖金,
基金产品经理,1-2万,深圳·南山区,2年及以上,硕士,国虹（深圳）投资有限公司,金融/投资/证券,民营,少于50人,五险一金,年终奖金;定期体检,
金融机构部经理,1.2-2.4万,广州·天河区,3年及以上,本科,申银万国期货有限公司,金融/投资/证券,国企,500-1000人,五险一金;补充医疗保险;交通补贴;餐饮补贴;绩效奖金,专业培训;年终奖金;定期体检,
基金投资经理,1.5-3万,宁波·江北区,5-7年,本科,浙江宁聚投资管理有限公司,金融/投资/证券,民营,50-150人,五险一金,基金;私募;股票;投资研究;定期体检;额外投资奖金,
创新业务总部下属私募基金部经理,1.2-2.4万,宁波·鄞州区,3年及以上,本科,信达期货有限公司,金融/投资/证券,国企,150-500人,保险;五险一金;绩效奖金;餐饮补贴;补充医疗保险;交通补贴;补充公积金,年终奖金;定期体检,
上海世纪大道分公司-机构客户部-机构客户经理G00142,1.2-2万,上海,1年及以上,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;通讯补贴;带薪年假;补充医疗保险;节日福利,证券;期货;基金;餐补;定期体检;补充医保,
基金管理业务经理,1.5-3万,上海·黄浦区,5年及以上,硕士,上海外服（集团）有限公司,专业服务(咨询、人力资源、财会),国企,1000-5000人,绩效评估;五险一金;绩效奖金,集成电路;生物医药;信息收集;人工智能;基金管理;出资;年终奖金;定期体检,
基金客户经理,1.2-2万,深圳·罗湖区,1年及以上,大专,中南国际服务外包（深圳）有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,商业保险,银行;基金;维护客户关系;英文;电话销售;客户咨询服务;理财;销售服务;电话外呼;存款;年终奖,
创新业务总部下属私募基金部经理,1.2-2.4万,上海·长宁区,3年及以上,本科,信达期货有限公司,金融/投资/证券,国企,150-500人,保险;五险一金;绩效奖金;餐饮补贴;补充医疗保险;交通补贴;补充公积金,年终奖金;定期体检,
证券投资经理,1.5-2.5万,深圳·福田区,5年及以上,本科,前海股交投资控股（深圳）有限公司,金融/投资/证券,国企,50-150人,五险一金;补充医疗保险;交通补贴;餐饮补贴;通讯补贴;绩效奖金;节日福利,年终奖金;定期体检;员工宿舍,
中心营业部私人财富经理,8千-1.5万,上海·静安区,1年及以上,本科,华鑫证券有限责任公司,金融/投资/证券,国企,1000-5000人,五险一金;绩效奖金;餐饮补贴;通讯补贴,证券从业资格;基金从业资格;专业培训;年终奖金;定期体检;弹性工作,
资产管理中心-业务一部-业务经理（深圳） G00610,1.3-2.5万,深圳·福田区,1年及以上,本科,中信期货有限公司,金融/投资/证券,国企,1000-5000人,五险一金;补充医疗保险;补充公积金,补充企业年金;专业培训,
基金公司负责人（1号位）,2.5-4.5万,德阳·旌阳区,7年及以上,本科,成都睿远企业管理咨询有限公司,专业服务(咨询、人力资源、财会),民营,50-150人,五险一金;带薪年假,年终奖金;定期体检;股权激励,
